index,genres,keywords,original_language,popularity,production_companies,release_date,runtime,tagline,title,vote_average,cast,director
4720,Drama,slavery,en,9.452808,"[{""name"": ""Phantom Four"", ""id"": 423}, {""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""Bron Studios"", ""id"": 13240}, {""name"": ""Tiny Giant Entertainment"", ""id"": 53155}]",09-09-2016,120,The Untold Story of Nat Turner,The Birth of a Nation,6.5,Nate Parker Armie Hammer Aja Naomi King Jackie Earle Haley Penelope Ann Miller,Nate Parker
4721,Comedy,,en,0.002388,[],01-01-2003,70,Dream big. Make it happen?,The Work and The Story,0,Kirby Heyborne Christopher Robin Miller Eric Artell,Nathan Smith Jones
4722,Drama,christian sport aftercreditsstinger,en,4.563698,"[{""name"": ""Destination Films"", ""id"": 769}]",29-09-2006,111,Never give up. Never back down. Never lose faith.,Facing the Giants,6.6,James Blackwell Alex Kendrick Shannen Fields Chris WIllis Tracy Goode,Alex Kendrick
4723,Horror Thriller,gallows high school tragedy hanging found footage,en,18.045782,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Management 360"", ""id"": 4220}, {""name"": ""Tremendum Pictures"", ""id"": 69581}]",10-07-2015,87,Every School Has Its Spirit,The Gallows,4.9,Cassidy Gifford Ryan Shoos Pfeifer Brown Reese Mishler Price T. Morgan,Travis Cluff
4724,Drama Fantasy Horror Science Fiction,baby mutant claustrophobia nightmare parents-in-law,en,20.399578,"[{""name"": ""American Film Institute (AFI)"", ""id"": 12226}, {""name"": ""Libra Films"", ""id"": 17877}]",19-03-1977,89,Where your nightmares end...,Eraserhead,7.5,Jack Nance Charlotte Stewart Allen Joseph Jeanne Bates Judith Roberts,David Lynch
4725,Comedy,black people ethnic stereotype,en,2.353483,[],20-03-1987,78,"Bobby Taylor was on his way to becoming a star, when a funny thing happened...",Hollywood Shuffle,5.7,Robert Townsend Craigus R. Johnson Helen Martin Starletta DuPois Keenen Ivory Wayans,Robert Townsend
4726,Comedy Drama,ohio coming of age disabled learning disability birth defect,en,5.497682,"[{""name"": ""Miramax Films"", ""id"": 14}]",23-10-1998,100,The quest for friendship is the noblest cause of all,The Mighty,7.1,Sharon Stone Elden Henson Kieran Culkin Gena Rowlands Harry Dean Stanton,Peter Chelsom
4727,Action Drama,prison boxing,en,0.001117,[],01-12-1979,99,"There's only one way out, and 100 fools stand in the way!",Penitentiary,4.9,Wilbur 'Hi-Fi' White Leon Isaac Kennedy Thommy Pollard  Hazel Spears  Donovan Womack ,Jamaa Fanaka
4728,Comedy Horror Science Fiction,monster mutant skeleton alien life-form science,en,1.680525,"[{""name"": ""Fragmighty"", ""id"": 61194}, {""name"": ""Transom Films"", ""id"": 61195}, {""name"": ""Valenti Entertainment"", ""id"": 61197}]",12-09-2001,90,No One Can Stand Its Mental Power!,The Lost Skeleton of Cadavra,6.5,Fay Masterson Andrew Parks Susan McConnell Brian Howe Jennifer Blaire,Larry Blamire
4729,Family,,en,0.28397,[],12-06-2014,0,,Dude Where's My Dog?,0,Gabriela Castillo Trish Cook Alexander G. Eckert Kevin Farley Dan Glenn,Stephen Langford
4730,Drama Comedy Crime,suspense mumblegore,en,10.826253,"[{""name"": ""New Artists Alliance"", ""id"": 5124}, {""name"": ""Snowfort Pictures"", ""id"": 7787}]",08-03-2013,85,Get ready for the night of your life,Cheap Thrills,6.3,Pat Healy Ethan Embry Sara Paxton David Koechner Amanda Fuller,E.L. Katz
4731,Documentary,games woman director programmers coding,en,7.676677,"[{""name"": ""BlinkWorks Media"", ""id"": 84489}]",18-05-2012,96,,Indie Game: The Movie,7.4,Jonathan Blow Phil Fish Edmund McMillen Tommy Refenes,Lisanne Pajot
4732,Thriller,london england countryside rape sex trauma,en,8.302951,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Screen West Midlands"", ""id"": 2310}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""DJ Films"", ""id"": 5654}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Verve Pictures"", ""id"": 35249}, {""name"": ""Free Range Films"", ""id"": 39509}]",27-04-2007,88,Let the revenge fit the crime,Straightheads,5.2,Gillian Anderson Danny Dyer Adam Rayner Antony Byrne Anthony Calf,Dan Reed
4733,Crime Mystery Thriller,suspense film noir,en,0.186401,"[{""name"": ""Marathon Pictures"", ""id"": 20249}, {""name"": ""Harry Brandt Productions"", ""id"": 45137}]",14-02-1948,68,The Pull-No-Punch drama of men chained together by hate!,Open Secret,7,John Ireland Jane Randolph Sheldon Leonard Roman Bohnen George Tyne,John Reinhardt
4734,Thriller Action Drama Science Fiction,,en,0.053755,"[{""name"": ""30 Something Productions"", ""id"": 27271}]",08-11-2013,85,To Serve & Terminate,Echo Dr.,5,Johnathan Hurley Jordan Savage Dane Bowman Claire Gordon-Harper,Patrick Ryan Sims
4735,Crime Horror,revenge escape from prison suspense,en,0.074005,"[{""name"": ""Hemisphere Pictures"", ""id"": 13992}, {""name"": ""Glazier"", ""id"": 40349}]",01-01-1971,106,Locked in the cold asylum of his mind - a sane man stalks his prey...,The Night Visitor,7.3,Max von Sydow Trevor Howard Liv Ullmann Per Oscarsson Rupert Davies,L\u00e1szl\u00f3 Benedek
4736,Documentary Music,artist band,en,0.394575,"[{""name"": ""Wrecking Crew"", ""id"": 26403}, {""name"": ""Polyvinyl Records"", ""id"": 78846}, {""name"": ""Shrine"", ""id"": 78847}]",15-06-2014,77,,The Past Is a Grotesque Animal,5.5,Dottie Alexander Derek Almstead David Barnes Kevin Barnes Nina Barnes,Jason Miller
4737,Documentary,,en,0.020168,[],28-01-2005,80,,"Peace, Propaganda & the Promised Land",6.4,,Sut Jhally
4738,Mystery Drama Thriller,hacker mathematician helix headache chaos theory,en,27.788067,"[{""name"": ""Truth and Soul Pictures Inc"", ""id"": 379}, {""name"": ""Protozoa Pictures"", ""id"": 7503}, {""name"": ""Harvest Filmworks"", ""id"": 22566}, {""name"": ""Plantain Films"", ""id"": 22567}]",10-07-1998,84,"There will be no order, only chaos",Pi,7.1,Sean Gullette Mark Margolis Ben Shenkman Samia Shoaib Pamela Hart,Darren Aronofsky
4739,Comedy Romance,woman director,fr,0.020839,[],21-01-1997,86,Just Your Typical Boy-Loves-Girl Who Doesn't Love Boy Till He Loves Other Girl Story,"I Love You, Don't Touch Me!",6,Marla Schaffel Mitchell Whitfield Michael Harris Meredith Scott Lynn Jack McGee,Julie Davis
4740,Romance Comedy,hidden camera biography reality show mockumentary,en,0.408073,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Phoenician Films"", ""id"": 3901}]",01-01-1998,87,A comedy so real you'll think it's fiction.,20 Dates,3.7,Myles Berkowitz Tia Carrere Elisabeth Wagner Richard Arlook Robert McKee,Myles Berkowitz
4741,Science Fiction,monster crab actress,en,0.140989,"[{""name"": ""Polonia Brothers Entertainment"", ""id"": 11976}]",29-09-2015,90,,Queen Crab,3.3,Michelle Simone Miller Kathryn Metz A.J. DeLucia Steve Diasparra Danielle Donahue,Brett Piper
4742,Documentary Comedy Drama,experiment health junk food food industry fast food,en,10.400603,"[{""name"": ""Kathbur Pictures"", ""id"": 8735}]",17-01-2004,100,The first ever reality-based movie ... everything begins and ends in 30 days!,Super Size Me,6.6,Morgan Spurlock Daryl Isaacs Lisa Ganjhu Stephen Siegel Bridget Bennett,Morgan Spurlock
4743,Comedy,,en,0.838957,"[{""name"": ""Drafthouse Films"", ""id"": 10485}]",13-03-2011,82,An Ancient Game Becomes A Deadly Sport.,The FP,4.5,Jason Trost Lee Valmassy Art Hsu Caitlyn Folley Brandon Barrera,Brandon Trost
4744,Comedy Drama,family mumblecore christmas,en,7.052422,"[{""name"": ""Lucky Coffee Productions"", ""id"": 29652}]",26-06-2014,82,Family is the gift that keeps on taking.,Happy Christmas,5.2,Anna Kendrick Melanie Lynskey Mark Webber Lena Dunham Joe Swanberg,Joe Swanberg
4745,Horror Science Fiction,transplantation experiment mutant brain fianc\u00e9,en,2.407048,"[{""name"": ""Rex Carlton Productions"", ""id"": 12335}]",25-02-1962,82,Alive... without a body... fed by an unspeakable horror from hell!,The Brain That Wouldn't Die,4.4,Jason Evers Virginia Leith Doris Brent Audrey Devereal Eddie Carmel,Joseph Green
4746,Drama,gay lgbt,en,0.176377,[],26-07-2014,75,Do We Stand Out or Do We Fit In?,Tiger Orange,6.4,Mark Strano Frankie Valenti Johnny Hazzard Darryl Stephens Gregory Marcel,Wade Gasque
4747,Drama Comedy,marriage proposal relationship filmmaking film editing,en,0.620554,[],23-01-2012,87,,Supporting Characters,6.7,Alex Karpovsky Tarik Lowe Arielle Kebbel Melonie Diaz Kevin Corrigan,Daniel Schechter
4748,Mystery Horror Thriller,pregnancy declared dead returned alive,en,6.328665,"[{""name"": ""Blue Dot Productions"", ""id"": 24562}, {""name"": ""FallBack Plan Productions"", ""id"": 24563}]",03-03-2011,92,There are fates worse than death.,Absentia,5.8,Katie Parker Courtney Bell Morgan Peter Brown Dave Levine Justin Gordon,Mike Flanagan
4749,Comedy Drama Romance,love independent film best friend true love irish catholic,en,1.578903,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}]",09-08-1995,98,Sometimes the Best Friends Are the Ones You've Known Your Whole Life.,The Brothers McMullen,6.3,Shari Albert Maxine Bahns Catharine Bolz Connie Britton Edward Burns,Edward Burns
4750,Drama,,en,0.833937,"[{""name"": ""XYZ Films"", ""id"": 12142}, {""name"": ""Zapruder Films"", ""id"": 72063}]",04-10-2013,83,,The Dirties,6,Matt Johnson Owen Williams Krista Madison Brandon Wickens Jay McCarroll,Matt Johnson
4751,Drama Romance,,pt,0.557602,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Sultana"", ""id"": 8517}]",24-03-1983,99,,Gabriela,6,S\u00f4nia Braga Marcello Mastroianni Antonio Cantafora Paulo Goulart Tania Boscoli,Bruno Barreto
4752,Romance Comedy Drama,sister sister relationship male female relationship mother daughter relationship youtube woman director,en,2.380332,"[{""name"": ""Tiny Ponies"", ""id"": 65873}]",12-11-2010,99,"Aura would like you to know that she is having a very, very hard time.",Tiny Furniture,5.6,Lena Dunham Laurie Simmons Grace Dunham Rachel Howe Merritt Wever,Lena Dunham
4753,Thriller Horror,haunted house slasher,en,0.412342,[],13-10-2012,93,Southern Fried Horror,Hayride,5.1,Richard Tyson Sherri Eakin Jeremy Ivy Jeremy Sande Corlandos Scott ,Terron R. Parsons
4754,Drama Comedy Family,,en,0.077577,[],16-09-2006,110,,The Naked Ape,5,Josh Wise Chelse Swain Sean Shanks Amanda MacDonald Corbin Bernsen,Daniel Mellitz
4755,Documentary,,en,0.293587,[],09-02-2015,111,,Counting,8.3,,Jem Cohen
4756,Horror Thriller Fantasy,obsession nightmare notebook cult h.p. lovecraft,en,1.777148,"[{""name"": ""HPLHS"", ""id"": 17827}]",01-01-2005,47,,The Call of Cthulhu,6.9,Matt Foyer John Bolen Ralph Lucas Chad Fifer Susan Zucker,Andrew Leman
4757,Documentary,,en,0.048726,[],20-04-2013,93,The Limiting Factor Is The Mind,Bending Steel,5,,Dave Carroll
4758,Thriller Science Fiction,hacker supernatural powers road trip independent film superpower,en,27.662696,"[{""name"": ""Automatik Entertainment"", ""id"": 28163}, {""name"": ""Low Spark Films"", ""id"": 28286}, {""name"": ""Signal Film Group"", ""id"": 87213}]",15-03-2014,95,R U Agitated?,The Signal,5.8,Brenton Thwaites Olivia Cooke Beau Knapp Laurence Fishburne Robert Longstreet,William Eubank
4759,Documentary,comic book biography comic book artist image comics comic book industry,en,0.54562,"[{""name"": ""Respect Films"", ""id"": 15287}, {""name"": ""Sequart"", ""id"": 15288}]",21-11-2013,81,,The Image Revolution,5.7,Todd McFarlane Rob Liefeld Jim Lee Marc Silvestri Erik Larsen,Patrick Meaney
4760,Drama,,en,0.76368,[],28-06-2013,83,Sometimes You Have to Lose Your Life in Order to Find It,This Is Martin Bonner,6.6,Paul Eenhoorn Richmond Arquette Sam Buchanan Robert Longstreet Kristin Slaysman,Chad Hartigan
4761,Comedy,,en,0.970351,"[{""name"": ""Team Awesome Films"", ""id"": 41683}]",20-09-2013,96,,A True Story,6.8,Katrina Bowden Jon Gries Malcolm Goodwin Cameron Fife Tyler McGee,Malcolm Goodwin
4762,Drama,independent film,en,2.058834,[],01-10-2000,89,,George Washington,6.4,Candace Evanofski Donald Holden Damian Jewan Lee Curtis Cotton III Rachael Handy,David Gordon Green
4763,Comedy Romance,,en,0.00734,[],16-09-1999,90,"two brothers, four women and the search for Magnetic Perfection",Smiling Fish & Goat On Fire,7,Derick Martini Amy Hathaway Steven Martini,Kevin Jordan
4764,Thriller Drama Science Fiction,,en,0.049469,[],05-04-2014,95,The past is present.,Dawn of the Crescent Moon,2,Barry Corbin Brooke Coleman Kurt Cole Brandon Smith Alan Pietruszewski,Kirk Loudon
4765,Horror,high school murder slasher teenager,en,0.160779,[],27-03-2011,83,Mom's Pretty Mad At Me,Raymond Did It,3.2,Kyle Hoskins Elissa Dowling Linda Cieslik Steven Lee Edwards Valerie Meachum,Travis Legge
4766,Documentary Music,1970s music,en,3.277287,"[{""name"": ""FM Productions"", ""id"": 12601}, {""name"": ""Last Waltz Inc."", ""id"": 12602}]",01-05-1978,117,It Started as a Concert. It Became a Celebration.,The Last Waltz,7.9,Robbie Robertson Rick Danko Levon Helm Richard Manuel Garth Hudson,Martin Scorsese
4767,Thriller Horror,revenge murder,en,0.595809,"[{""name"": ""Little Big Film Company"", ""id"": 26004}, {""name"": ""Abundant Productions"", ""id"": 31866}, {""name"": ""Faith vs. Fate Productions"", ""id"": 31867}]",01-09-2015,75,"Five girls, one secret. Revenge stalks them in the night.","Run, Hide, Die",3.5,Alison Monda Alicia Mendez Ivey Bronwen Tabitha Bastien Keiko Green,Collin Joseph Neal
4768,Drama Romance,independent film,en,0.611081,[],22-04-2009,80,,The Exploding Girl,6.4,Zoe Kazan Mark Rendall Maryann Urbano Hunter Canning Franklin Pipp,Bradley Rust Gray
4769,Action Western,,en,0.003582,[],08-07-2007,78,,The Legend of God's Gun,0,Robert Bones Kirpatrick Thomas Dave Koenig Julie Patterson,Mike Bruce
4770,Drama Comedy,musician romance independent film mumblecore,en,0.123068,[],01-03-2005,109,,Mutual Appreciation,6.1,Justin Rice Rachel Clift Andrew Bujalski,Andrew Bujalski
4771,Horror,,en,0.056459,[],19-04-2013,89,,Her Cry: La Llorona Investigation,0,Nichole Ceballos James Ezrin Everardo Guzman Parker Riggs Gabrielle Santamauro,Damir Catic
4772,Drama Action Comedy,murder dark comedy crime family,en,1.330379,[],01-09-2009,89,You're only as good as the people you know.,Down Terrace,6.3,Robert Hill Robin Hill Julia Deakin David Schaal Tony Way,Ben Wheatley
4773,Comedy,salesclerk loser aftercreditsstinger,en,19.748658,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""View Askew Productions"", ""id"": 16934}]",13-09-1994,92,Just because they serve you doesn't mean they like you.,Clerks,7.4,Brian O'Halloran Jeff Anderson Jason Mewes Kevin Smith Lisa Spoonhauer,Kevin Smith
4774,Drama Romance,dream prostitution,en,0.027811,"[{""name"": ""Strand Releasing"", ""id"": 3923}]",01-01-1971,64,A unique experience in visual fantasy!,Pink Narcissus,6,Bobby Kendall Donald L. Brooks Charles Ludlam,James Bidgood
4775,Drama Comedy,mumblecore,en,0.362633,[],20-09-2002,85,,Funny Ha Ha,6.3,Kate Dollenmayer Mark Herlehy Christian Rudder Jennifer L. Schaper Myles Paige,Andrew Bujalski
4776,Comedy Drama,office love independent film secretary misogynist,en,2.634007,"[{""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""Fair and Square Productions"", ""id"": 8809}]",19-01-1997,97,Are all men bastards...or just misunderstood?,In the Company of Men,6.8,Aaron Eckhart Stacy Edwards Matt Malloy Michael Martin Mark Rector,Neil LaBute
4777,Drama,,en,0.039264,[],15-01-2002,78,,Manito,5.5,Franky G Leo Minaya Manuel Cabral Jessica Morales Julissa Lopez,Eric Eason
4778,Action Drama Crime Thriller,rampage massacre killing spree,en,7.101197,"[{""name"": ""Boll Kino Beteiligungs GmbH & Co. KG"", ""id"": 1062}, {""name"": ""Brightlight Pictures"", ""id"": 1063}, {""name"": ""Pitchblack Pictures Inc."", ""id"": 5723}, {""name"": ""Event Film Distribution"", ""id"": 22793}, {""name"": ""Amok Productions"", ""id"": 22794}]",14-08-2009,85,Vengeance is ruthless.,Rampage,6,Brendan Fletcher Shaun Sipos Michael Par\u00e9 Lynda Boyd Matt Frewer,Uwe Boll
4779,Comedy,moon philosophy burglar texas dream,en,3.320622,[],27-07-1990,97,,Slacker,6.4,Richard Linklater Mark James,Richard Linklater
4780,Thriller Crime Drama,,en,0.038143,[],02-10-2015,90,,Dutch Kills,0,R.L. Mann Tama Filianga Mikaal Bates Celestine Rae Lodric D. Collins,Joseph Mazzella
4781,Comedy Romance,dating divorce sex scene sex comedy anti romantic comedy,en,0.048948,[],14-02-2013,90,Getting divorced does funny things to a girl,Dry Spell,6,Suzi Lorraine Jared Degado Heather Dorff Rachael Robbins Kris Eivers,Travis Legge
4782,Drama Family,christianity father son relationship georgia ark of the covenant minister,en,1.048524,[],01-01-2003,120,,Flywheel,6.8,Alex Kendrick,Alex Kendrick
4783,Thriller Horror,possession,en,3.619167,"[{""name"": ""GO Productions"", ""id"": 2943}, {""name"": ""Vicarious Entertainment"", ""id"": 35591}, {""name"": ""Bloodline Productions"", ""id"": 52909}, {""name"": ""Shallow Focus"", ""id"": 52910}]",16-01-2015,91,nederlands,Backmask,4.7,Stephen Lang Kelly Blatz Brittany Curran Gage Golightly Nick Nicotera,Marcus Nispel
4784,Drama Comedy Romance,mumblecore,en,1.243955,[],17-01-2005,85,,The Puffy Chair,6.2,Mark Duplass Katie Aselton Rhett Wilkins,Jay Duplass
4785,Drama,,en,0.327794,[],05-09-2014,60,,Stories of Our Lives,0,Louis Brooke Allan Bryan Weku Judy Gichohi Kelly Gichohi Olwenya Maina,Jim Chuchu
4786,Comedy Romance,independent film,en,0.67457,[],14-03-2009,88,,Breaking Upwards,5.6,Zoe Lister-Jones Daryl Wein Julie White Andrea Martin Peter Friedman,Daryl Wein
4787,Science Fiction Thriller,superhero,en,3.545991,"[{""name"": ""Grindfest"", ""id"": 18818}]",26-10-2011,78,May The Best Man Win,All Superheroes Must Die,4.2,Jason Trost Lucas Till James Remar Sophie Merkley Nick Principe,Jason Trost
4788,Horror Comedy Crime,gay trailer park pop culture drug dealer heroin,en,4.553644,"[{""name"": ""Dreamland Productions"", ""id"": 407}]",12-03-1972,93,An exercise in poor taste.,Pink Flamingos,6.2,Divine David Lochary Mary Vivian Pearce Mink Stole Danny Mills,John Waters
4789,Drama,addiction recovering drug addict estranged son,en,1.464566,[],01-09-2004,111,"When you don't have a choice, you change.",Clean,6.7,Maggie Cheung Nick Nolte B\u00e9atrice Dalle Jeanne Balibar Don McKellar,Olivier Assayas
4790,Drama Foreign,,fa,1.193779,"[{""name"": ""Jafar Panahi Film Productions"", ""id"": 2835}]",08-09-2000,90,,The Circle,6.6,Nargess Mamizadeh Maryiam Palvin Almani Mojgan Faramarzi Elham Saboktakin Monir Arab,Jafar Panahi
4791,Horror,home invasion,en,0.332679,"[{""name"": ""Park Films"", ""id"": 21871}, {""name"": ""Camera Stylo Films"", ""id"": 79821}]",01-01-2007,84,Everything You've Heard is True,Tin Can Man,2,Michael Parle Emma Eliza Regan Patrick O'Donnell Kreeta Taponen,Ivan Kavanagh
4792,Crime Horror Mystery Thriller,japan prostitute hotel based on novel hallucination,ja,0.212443,"[{""name"": ""Daiei Studios"", ""id"": 881}]",06-11-1997,111,Madness. Terror. Murder.,Cure,7.4,Koji Yakusho Masato Hagiwara Tsuyoshi Ujiki Anna Nakagawa Yukijiro Hotaru,Kiyoshi Kurosawa
